INDEX	UUID	TYPE	STR	AG_A_TEXT	AG_A_LINKS	AG_A_STR	AG_B_TEXT	AG_B_LINKS	AG_B_STR	PMID	TEXT	IS_HYP	IS_DIRECT	CURATOR	CORRECT	NOTES	AG_A_IDS_CORRECT	AG_A_STATE_CORRECT	AG_B_IDS_CORRECT	AG_B_STATE_CORRECT	EVENT_CORRECT	RES_CORRECT	POS_CORRECT	SUBJ_ACT_CORRECT	OBJ_ACT_CORRECT	HYP_CORRECT	DIRECT_CORRECT
1651	f62c88f9-3d83-4e54-a7d4-4aacbbdbfef4	Activation	Activation(NRG1(), PI3K())	NRG-1	https://identifiers.org/uniprot/Q02297, https://identifiers.org/hgnc/HGNC:7997	NRG1()	PI3-kinase	https://identifiers.org/fplx/PI3K	PI3K()	20427670	Membrane bound Nrg1 type III on the axonal surface is the key Nrg1 isoform that activates the PI3-kinase pathway in associated Schwann cells.		FALSE														
1652	f62c88f9-3d83-4e54-a7d4-4aacbbdbfef4	Activation	Activation(NRG1(), PI3K())	NRG-1	https://identifiers.org/uniprot/Q02297, https://identifiers.org/hgnc/HGNC:7997	NRG1()	PI3-kinase	https://identifiers.org/fplx/PI3K	PI3K()	26116360	Heregulin (HRG)-mediated autocrine or paracrine signaling through the receptor tyrosine kinase ErbB3 potently activates the PI3K and AKT pathway and has been shown to mediate resistance to a wide variety of anticancer agents.		FALSE														
1653	f62c88f9-3d83-4e54-a7d4-4aacbbdbfef4	Activation	Activation(NRG1(), PI3K())	NRG-1	https://identifiers.org/uniprot/Q02297, https://identifiers.org/hgnc/HGNC:7997	NRG1()	PI3-kinase	https://identifiers.org/fplx/PI3K	PI3K()	17428466	demonstrated that heregulin beta1 stimulation of the phosphatidylinositol 3-kinase (PI3K)/Akt pathway results in phosphorylation of BRCA1 by Akt on threonine 509, which is adjacent to the nuclear localization signal at residues 503-508 in BRCA1.		FALSE														
1654	f62c88f9-3d83-4e54-a7d4-4aacbbdbfef4	Activation	Activation(NRG1(), PI3K())	NRG-1	https://identifiers.org/uniprot/Q02297, https://identifiers.org/hgnc/HGNC:7997	NRG1()	PI3-kinase	https://identifiers.org/fplx/PI3K	PI3K()	17428466	Long-term phosphorylation of BRCA1 by heregulin induced activation of PI3K and Akt has been reported to decrease expression of BRCA1 at both the mRNA and protein levels.		FALSE														
1655	f62c88f9-3d83-4e54-a7d4-4aacbbdbfef4	Activation	Activation(NRG1(), PI3K())	NRG-1	https://identifiers.org/uniprot/Q02297, https://identifiers.org/hgnc/HGNC:7997	NRG1()	PI3-kinase	https://identifiers.org/fplx/PI3K	PI3K()	15645137	Prolactin and heregulin override DNA damage induced growth arrest and promote phosphatidylinositol-3 kinase dependent proliferation in breast cancer cells.		FALSE														
1656	f62c88f9-3d83-4e54-a7d4-4aacbbdbfef4	Activation	Activation(NRG1(), PI3K())	NRG-1	https://identifiers.org/uniprot/Q02297, https://identifiers.org/hgnc/HGNC:7997	NRG1()	PI3-kinase	https://identifiers.org/fplx/PI3K	PI3K()	19597049	NRG-1 acts through ErbB2 and ErbB4 in a paracrine fashion to stimulate Akt and PI3-kinase, MEK and ERK, Src and FAK, and NO synthase, which together promote myocyte function and survival in the setting cardiac stress.		FALSE														
1657	d3d20ee1-3f69-4aa8-b77b-37e97dbdec13	Activation	Activation(PRL(), JAK1())	PRL	https://identifiers.org/uniprot/P01236, https://identifiers.org/hgnc/HGNC:9445	PRL()	Jak1	https://identifiers.org/uniprot/P23458, https://identifiers.org/hgnc/HGNC:6190	JAK1()	23758962	The present study validates the notion that Jak1 coactivation enhances PRL-Jak2 signaling by demonstrating that maximal PRL modulation of target transcripts required PRL induced co-activation of Jak1.		FALSE														
1658	d3d20ee1-3f69-4aa8-b77b-37e97dbdec13	Activation	Activation(PRL(), JAK1())	PRL	https://identifiers.org/uniprot/P01236, https://identifiers.org/hgnc/HGNC:9445	PRL()	Jak1	https://identifiers.org/uniprot/P23458, https://identifiers.org/hgnc/HGNC:6190	JAK1()	23758962	Future studies to identify the mechanism of activation of Jak1 by PRL receptors in breast cancer and the effect of Jak1 activation on PRL modulated biology of breast cancer are now warranted.		FALSE														
1659	d3d20ee1-3f69-4aa8-b77b-37e97dbdec13	Activation	Activation(PRL(), JAK1())	PRL	https://identifiers.org/uniprot/P01236, https://identifiers.org/hgnc/HGNC:9445	PRL()	Jak1	https://identifiers.org/uniprot/P23458, https://identifiers.org/hgnc/HGNC:6190	JAK1()	17550976	In contrast, PRL did not activate Jak1 in immortalized, noncancerous breast epithelial lines HC11, MCF10A, ME16C, and HBL-100, or in CWR22Rv1 prostate cancer cells or MDA-MB-231 breast cancer cells.		FALSE														
1660	d3d20ee1-3f69-4aa8-b77b-37e97dbdec13	Activation	Activation(PRL(), JAK1())	PRL	https://identifiers.org/uniprot/P01236, https://identifiers.org/hgnc/HGNC:9445	PRL()	Jak1	https://identifiers.org/uniprot/P23458, https://identifiers.org/hgnc/HGNC:6190	JAK1()	17550976	In vitro kinase assays verified that PRL stimulated enzymatic activity of Jak1 in T47D cells, and PRL activated Jak1 and Jak2 with indistinguishable time and dose kinetics.		FALSE														
1661	d3d20ee1-3f69-4aa8-b77b-37e97dbdec13	Activation	Activation(PRL(), JAK1())	PRL	https://identifiers.org/uniprot/P01236, https://identifiers.org/hgnc/HGNC:9445	PRL()	Jak1	https://identifiers.org/uniprot/P23458, https://identifiers.org/hgnc/HGNC:6190	JAK1()	17550976	In vitro kinase assays verified that PRL stimulated enzymatic activity of Jak1 in T47D cells, and PRL activated Jak1 and Jak2 with indistinguishable time and dose kinetics.		FALSE														
1662	d3d20ee1-3f69-4aa8-b77b-37e97dbdec13	Activation	Activation(PRL(), JAK1())	PRL	https://identifiers.org/uniprot/P01236, https://identifiers.org/hgnc/HGNC:9445	PRL()	Jak1	https://identifiers.org/uniprot/P23458, https://identifiers.org/hgnc/HGNC:6190	JAK1()	17550976	Relative Jak2 deficiency did not cause PRLR activation of Jak1, because overexpression of Jak2 did not interfere with PRL activation of Jak1.		FALSE														
1663	d3d20ee1-3f69-4aa8-b77b-37e97dbdec13	Activation	Activation(PRL(), JAK1())	PRL	https://identifiers.org/uniprot/P01236, https://identifiers.org/hgnc/HGNC:9445	PRL()	Jak1	https://identifiers.org/uniprot/P23458, https://identifiers.org/hgnc/HGNC:6190	JAK1()	17550976	Instead, PRL activated Jak1 through a Jak2 dependent mechanism, based on disruption of PRL activation of Jak1 after Jak2 suppression by 1) lentiviral delivery of Jak2 short hairpin RNA, 2) adenoviral delivery of dominant negative Jak2, and 3) AG490 pharmacological inhibition.		FALSE														
1664	d3d20ee1-3f69-4aa8-b77b-37e97dbdec13	Activation	Activation(PRL(), JAK1())	PRL	https://identifiers.org/uniprot/P01236, https://identifiers.org/hgnc/HGNC:9445	PRL()	Jak1	https://identifiers.org/uniprot/P23458, https://identifiers.org/hgnc/HGNC:6190	JAK1()	17550976	Instead, PRL activated Jak1 through a Jak2 dependent mechanism, based on disruption of PRL activation of Jak1 after Jak2 suppression by 1) lentiviral delivery of Jak2 short hairpin RNA, 2) adenoviral delivery of dominant negative Jak2, and 3) AG490 pharmacological inhibition.		FALSE														
1665	d3d20ee1-3f69-4aa8-b77b-37e97dbdec13	Activation	Activation(PRL(), JAK1())	PRL	https://identifiers.org/uniprot/P01236, https://identifiers.org/hgnc/HGNC:9445	PRL()	Jak1	https://identifiers.org/uniprot/P23458, https://identifiers.org/hgnc/HGNC:6190	JAK1()	17550976	The data suggest that PRL activation of Jak1 represents a novel, Jak2 dependent mechanism that may serve as a regulatory switch leading to PRL activation of ERK and Stat3 pathways, while also serving to enhance PRL induced Stat5a/b and Akt signaling.		FALSE														
1666	584941ab-c67a-4288-8a11-629f862b0371	Translocation	Translocation(HTRA2(), None, cytosol)	Omi	https://identifiers.org/uniprot/O43464, https://identifiers.org/hgnc/HGNC:14348	HTRA2()				18060880	However, in our study we failed to detect cytochrome release, while Smac/DIABLO and Omi and HtrA2 were translocated to cytosol in S100A8/A9 treated cells (A-C, H, I).		FALSE														
1667	584941ab-c67a-4288-8a11-629f862b0371	Translocation	Translocation(HTRA2(), None, cytosol)	Omi	https://identifiers.org/uniprot/O43464, https://identifiers.org/hgnc/HGNC:14348	HTRA2()				27696117	However, studies have also reported that upon apoptotic stimuli, HTRA2 is recruited to the cytosol where it activates apoptotic caspases.		FALSE														
1668	584941ab-c67a-4288-8a11-629f862b0371	Translocation	Translocation(HTRA2(), None, cytosol)	Omi	https://identifiers.org/uniprot/O43464, https://identifiers.org/hgnc/HGNC:14348	HTRA2()				23533695	HtrA2 is released from the inter membrane space of mitochondria during apoptosis to the cytosol [XREF_BIBR, XREF_BIBR].		FALSE														
1669	584941ab-c67a-4288-8a11-629f862b0371	Translocation	Translocation(HTRA2(), None, cytosol)	Omi	https://identifiers.org/uniprot/O43464, https://identifiers.org/hgnc/HGNC:14348	HTRA2()				19725915	During cell death HtrA2 and Omi translocates from intermembrane space to cytosol and enhances apoptosis via cleavage of inhibitory apoptosis proteins and subsequent activation of caspases [XREF_BIBR, XREF_BIBR].		FALSE														
1670	584941ab-c67a-4288-8a11-629f862b0371	Translocation	Translocation(HTRA2(), None, cytosol)	Omi	https://identifiers.org/uniprot/O43464, https://identifiers.org/hgnc/HGNC:14348	HTRA2()				19725915	During cell death HtrA2 and Omi translocates from intermembrane space to cytosol and enhances apoptosis via cleavage of inhibitory apoptosis proteins and subsequent activation of caspases [XREF_BIBR, XREF_BIBR].		FALSE														
1671	584941ab-c67a-4288-8a11-629f862b0371	Translocation	Translocation(HTRA2(), None, cytosol)	Omi	https://identifiers.org/uniprot/O43464, https://identifiers.org/hgnc/HGNC:14348	HTRA2()				22265821	HtrA2 and Omi translocates to the cytosol in dopaminergic neuronal cells under mitochondrial stress, where it generates the enzymatically active MMP-3.		FALSE														
1672	584941ab-c67a-4288-8a11-629f862b0371	Translocation	Translocation(HTRA2(), None, cytosol)	Omi	https://identifiers.org/uniprot/O43464, https://identifiers.org/hgnc/HGNC:14348	HTRA2()				22265821	HtrA2 and Omi translocates to the cytosol in dopaminergic neuronal cells under mitochondrial stress, where it generates the enzymatically active MMP-3.		FALSE														
1673	584941ab-c67a-4288-8a11-629f862b0371	Translocation	Translocation(HTRA2(), None, cytosol)	Omi	https://identifiers.org/uniprot/O43464, https://identifiers.org/hgnc/HGNC:14348	HTRA2()				22265821	Although the release of HtrA2 and Omi to the cytosol has been shown in other cells (), whether this occurs in dopaminergic neurons, providing relevance to PD, had not been reported.		FALSE														
1674	584941ab-c67a-4288-8a11-629f862b0371	Translocation	Translocation(HTRA2(), None, cytosol)	Omi	https://identifiers.org/uniprot/O43464, https://identifiers.org/hgnc/HGNC:14348	HTRA2()				22265821	Although the release of HtrA2 and Omi to the cytosol has been shown in other cells (), whether this occurs in dopaminergic neurons, providing relevance to PD, had not been reported.		FALSE														
1675	9b673cdc-2af2-476d-9c4d-5afca9f91f35	Inhibition	Inhibition(ERBB2(), AKT())	HER2	https://identifiers.org/uniprot/P04626, https://identifiers.org/hgnc/HGNC:3430	ERBB2()	Akt	https://identifiers.org/fplx/AKT	AKT()	23730206	HER2 InhibitionAssociates with CDC25A Down-Regulation, PI3K and AKT Pathway Inhibition, and DDR Activation HER2 overexpression induces the activation of thePI3K and AKT pathway [15].		FALSE														
1676	9b673cdc-2af2-476d-9c4d-5afca9f91f35	Inhibition	Inhibition(ERBB2(), AKT())	HER2	https://identifiers.org/uniprot/P04626, https://identifiers.org/hgnc/HGNC:3430	ERBB2()	Akt	https://identifiers.org/fplx/AKT	AKT()	27895401	Since HER2 downregulation suppressed AKT activation, it seems that HER2 inhibited JNK activation in GC cells through PI3K and AKT signaling.		FALSE														
1677	9b673cdc-2af2-476d-9c4d-5afca9f91f35	Inhibition	Inhibition(ERBB2(), AKT())	HER2	https://identifiers.org/uniprot/P04626, https://identifiers.org/hgnc/HGNC:3430	ERBB2()	Akt	https://identifiers.org/fplx/AKT	AKT()	25596742	As expected, lapatinib treatment of ERBB2 expressing cells reduced ERK and AKT activation under normoxic conditions.		FALSE														
1678	9b673cdc-2af2-476d-9c4d-5afca9f91f35	Inhibition	Inhibition(ERBB2(), AKT())	HER2	https://identifiers.org/uniprot/P04626, https://identifiers.org/hgnc/HGNC:3430	ERBB2()	Akt	https://identifiers.org/fplx/AKT	AKT()	22676470	We have found that polyclonal anti-HER2 antibodies (HER2-VIA) generated by vaccinating mice with an adenovirus expressing human HER2 can retard the growth of established HER2 positive human tumor xenografts in vivo, bind to HER2 at the plasma membrane, induce HER2 internalization, ubiquitination and degradation, and eventually inactivate downstream kinase Akt.		FALSE														
1679	9b673cdc-2af2-476d-9c4d-5afca9f91f35	Inhibition	Inhibition(ERBB2(), AKT())	HER2	https://identifiers.org/uniprot/P04626, https://identifiers.org/hgnc/HGNC:3430	ERBB2()	Akt	https://identifiers.org/fplx/AKT	AKT()	19855434	Exposure of HER2 dependent breast tumors to HSP90 inhibitors in tissue culture and in vivo causes rapid and potent HER2 degradation, concomitant inhibition of PI3K and AKT signaling, and suppression of the growth in vivo of both xenograft and transgenic models.		FALSE														
1680	9b673cdc-2af2-476d-9c4d-5afca9f91f35	Inhibition	Inhibition(ERBB2(), AKT())	HER2	https://identifiers.org/uniprot/P04626, https://identifiers.org/hgnc/HGNC:3430	ERBB2()	Akt	https://identifiers.org/fplx/AKT	AKT()	24885187	Some studies suggest that the drug disrupts ligand independent transmembrane signaling triggered by the formation of HER2 : HER2 homodimers or HER2 : HER3 heterodimers, thereby diminishing Akt pathway activation, which ultimately leads to cell apoptosis [XREF_BIBR].		FALSE														
1681	9b673cdc-2af2-476d-9c4d-5afca9f91f35	Inhibition	Inhibition(ERBB2(), AKT())	HER2	https://identifiers.org/uniprot/P04626, https://identifiers.org/hgnc/HGNC:3430	ERBB2()	Akt	https://identifiers.org/fplx/AKT	AKT()	19435893	The IGF-IR tyr kinase inhibitor (TKI) AEW541 reduced P-AKT in MCF-7 cells (XREF_FIG), whereas the EGFR and HER2 TKI lapatinib reduced P-AKT in T47D and MDA-361 cells (XREF_FIG).		FALSE														
1682	9b673cdc-2af2-476d-9c4d-5afca9f91f35	Inhibition	Inhibition(ERBB2(), AKT())	HER2	https://identifiers.org/uniprot/P04626, https://identifiers.org/hgnc/HGNC:3430	ERBB2()	Akt	https://identifiers.org/fplx/AKT	AKT()	24918944	Lapatinib is a dual EGFR and ErbB2 reversible tyrosine kinase inhibitor blocking both HER1 and HER2 and consequently the downstream pathways of MAPK/Erk1/2 and PI3K and Akt pathways XREF_BIBR.		FALSE														
1683	9b673cdc-2af2-476d-9c4d-5afca9f91f35	Inhibition	Inhibition(ERBB2(), AKT())	HER2	https://identifiers.org/uniprot/P04626, https://identifiers.org/hgnc/HGNC:3430	ERBB2()	Akt	https://identifiers.org/fplx/AKT	AKT()	22815900	We then examined whether knockdown of EGFR, HER2 or HER3 by their cognate siRNAs could modulate activation of Akt and EGFR family proteins.		FALSE														
1684	366e7efe-4ed7-4522-8f47-cc030bd3f01a	Inhibition	Inhibition(PPM1D(), ATM())	Wip1	https://identifiers.org/uniprot/O15297, https://identifiers.org/hgnc/HGNC:9277	PPM1D()	ATM	https://identifiers.org/uniprot/Q13315, https://identifiers.org/hgnc/HGNC:795	ATM()	26824362	However, squalene increased Wip1 expression in cells and suppressed ATM activation in gammaIR treated cells.		FALSE														
1685	366e7efe-4ed7-4522-8f47-cc030bd3f01a	Inhibition	Inhibition(PPM1D(), ATM())	Wip1	https://identifiers.org/uniprot/O15297, https://identifiers.org/hgnc/HGNC:9277	PPM1D()	ATM	https://identifiers.org/uniprot/Q13315, https://identifiers.org/hgnc/HGNC:795	ATM()	16949371	To understand whether Wip1 attenuates ATM activity, we carried out in vitro kinase reactions with ATM immunoprecipitated from either wt or Wip1 deficient cells.		FALSE														
1686	366e7efe-4ed7-4522-8f47-cc030bd3f01a	Inhibition	Inhibition(PPM1D(), ATM())	Wip1	https://identifiers.org/uniprot/O15297, https://identifiers.org/hgnc/HGNC:9277	PPM1D()	ATM	https://identifiers.org/uniprot/Q13315, https://identifiers.org/hgnc/HGNC:795	ATM()	16949371	In turn, overexpression of Wip1, as occurs in certain types of cancers (), may accelerate tumorigenesis by inhibiting ATM.		FALSE														
1687	366e7efe-4ed7-4522-8f47-cc030bd3f01a	Inhibition	Inhibition(PPM1D(), ATM())	Wip1	https://identifiers.org/uniprot/O15297, https://identifiers.org/hgnc/HGNC:9277	PPM1D()	ATM	https://identifiers.org/uniprot/Q13315, https://identifiers.org/hgnc/HGNC:795	ATM()	20668064	Recent evidence suggested that Wip1 is a critical inhibitor in the ATM and ATR -p53 DNA damage signaling pathway.		FALSE														
1688	366e7efe-4ed7-4522-8f47-cc030bd3f01a	Inhibition	Inhibition(PPM1D(), ATM())	Wip1	https://identifiers.org/uniprot/O15297, https://identifiers.org/hgnc/HGNC:9277	PPM1D()	ATM	https://identifiers.org/uniprot/Q13315, https://identifiers.org/hgnc/HGNC:795	ATM()	24135283	We next analyzed whether deletion of Wip1 also results in activation of the ATM signaling pathway in germ cells.		FALSE														
1689	366e7efe-4ed7-4522-8f47-cc030bd3f01a	Inhibition	Inhibition(PPM1D(), ATM())	Wip1	https://identifiers.org/uniprot/O15297, https://identifiers.org/hgnc/HGNC:9277	PPM1D()	ATM	https://identifiers.org/uniprot/Q13315, https://identifiers.org/hgnc/HGNC:795	ATM()	20932476	These include the definition of ELKS K63 ubiquitination mechanisms, NEMO SUMO protease (s), and phosphatases for NEMO and other components, such as WIP1 that negatively regulates ATM and NF-kappaB.		FALSE														
1690	366e7efe-4ed7-4522-8f47-cc030bd3f01a	Inhibition	Inhibition(PPM1D(), ATM())	Wip1	https://identifiers.org/uniprot/O15297, https://identifiers.org/hgnc/HGNC:9277	PPM1D()	ATM	https://identifiers.org/uniprot/Q13315, https://identifiers.org/hgnc/HGNC:795	ATM()	22201816	Thus, Wip1 inactivates ATM signaling to p53 and promotes cell survival when myc expression levels are high.		FALSE														
1691	366e7efe-4ed7-4522-8f47-cc030bd3f01a	Inhibition	Inhibition(PPM1D(), ATM())	Wip1	https://identifiers.org/uniprot/O15297, https://identifiers.org/hgnc/HGNC:9277	PPM1D()	ATM	https://identifiers.org/uniprot/Q13315, https://identifiers.org/hgnc/HGNC:795	ATM()	28126523	Wip1 then negatively regulates ATM as well as it promotes dephosphorylation of p53 () and thus it closes the loop, (a).		FALSE														
